DistinguishedName,Enabled,GivenName,Name,ObjectClass,ObjectGUID,SamAccountName,SID,Surname,UserPrincipalName
"CN=Emery Blaine,OU=Alsid,DC=alsid,DC=corp",TRUE,Emery,Emery Blaine,user,a1de416b-776c-4bc7-a781-b0e8c1f9860a,emery.blaine,S-1-5-21-3286942722-1835917726-286516016-1436,Blaine,emery.blaine@ad.vulndomain.corp
"CN=Coleman Barone,OU=Alsid,DC=alsid,DC=corp",TRUE,Coleman,Coleman Barone,user,740b98d8-0edc-43ce-8f44-9ca5bd40d62e,coleman.barone,S-1-5-21-3286942722-1835917726-286516016-1437,Barone,coleman.barone@ad.vulndomain.corp
"CN=Donn Benjamin,OU=Alsid,DC=alsid,DC=corp",TRUE,Donn,Donn Benjamin,user,70a300e5-3342-4e76-951f-3b49660fac94,donn.benjamin,S-1-5-21-3286942722-1835917726-286516016-1438,Benjamin,donn.benjamin@ad.vulndomain.corp
"CN=Melvin Chu,OU=Alsid,DC=alsid,DC=corp",TRUE,Melvin,Melvin Chu,user,2657b6f8-58f5-4ed1-8c2f-0783848fd516,melvin.chu,S-1-5-21-3286942722-1835917726-286516016-1439,Chu,melvin.chu@ad.vulndomain.corp
"CN=Kenneth Cantu,OU=Alsid,DC=alsid,DC=corp",TRUE,Kenneth,Kenneth Cantu,user,0371686d-a26c-445e-b757-58c10d597531,kenneth.cantu,S-1-5-21-3286942722-1835917726-286516016-1440,Cantu,kenneth.cantu@ad.vulndomain.corp
"CN=Cyrus Batista,OU=Alsid,DC=alsid,DC=corp",TRUE,Cyrus,Cyrus Batista,user,7eb03b54-2b6a-48e9-a863-58004058be26,cyrus.batista,S-1-5-21-3286942722-1835917726-286516016-1441,Batista,cyrus.batista@ad.vulndomain.corp
"CN=Cruz Bassett,OU=Alsid,DC=alsid,DC=corp",TRUE,Cruz,Cruz Bassett,user,a078cc25-91d1-4fb1-91e6-c757b9ae30ab,cruz.bassett,S-1-5-21-3286942722-1835917726-286516016-1442,Bassett,cruz.bassett@ad.vulndomain.corp
"CN=Brock Ashmore,OU=Alsid,DC=alsid,DC=corp",TRUE,Brock,Brock Ashmore,user,11fd9fab-4db8-4c3f-acbf-604a4d91dc5d,brock.ashmore,S-1-5-21-3286942722-1835917726-286516016-1443,Ashmore,brock.ashmore@ad.vulndomain.corp
"CN=Fabian Boggs,OU=Alsid,DC=alsid,DC=corp",TRUE,Fabian,Fabian Boggs,user,77ddee65-68be-48c2-9bbc-e07151f43afc,fabian.boggs,S-1-5-21-3286942722-1835917726-286516016-1444,Boggs,fabian.boggs@ad.vulndomain.corp
"CN=Connie Barrios,OU=Alsid,DC=alsid,DC=corp",TRUE,Connie,Connie Barrios,user,4450b9e3-7595-4982-ba8c-b7815ea83c7a,connie.barrios,S-1-5-21-3286942722-1835917726-286516016-1445,Barrios,connie.barrios@ad.vulndomain.corp
"CN=Irving Broyles,OU=Alsid,DC=alsid,DC=corp",TRUE,Irving,Irving Broyles,user,6c0ec7e4-a54a-4599-8536-dbbcc9bc100b,irving.broyles,S-1-5-21-3286942722-1835917726-286516016-1446,Broyles,irving.broyles@ad.vulndomain.corp
"CN=Milo Cleary,OU=Alsid,DC=alsid,DC=corp",TRUE,Milo,Milo Cleary,user,70ea111f-60d8-4ae3-9c2c-8a1dbde42758,milo.cleary,S-1-5-21-3286942722-1835917726-286516016-1447,Cleary,milo.cleary@ad.vulndomain.corp
"CN=Alexis Aguiar,OU=Alsid,DC=alsid,DC=corp",TRUE,Alexis,Alexis Aguiar,user,126d4724-5fa8-41a5-bf61-0882ed155ce9,alexis.aguiar,S-1-5-21-3286942722-1835917726-286516016-1448,Aguiar,alexis.aguiar@ad.vulndomain.corp
"CN=Milton Clegg,OU=Alsid,DC=alsid,DC=corp",TRUE,Milton,Milton Clegg,user,f9b25803-1c01-4320-9f8e-748c003bd63c,milton.clegg,S-1-5-21-3286942722-1835917726-286516016-1449,Clegg,milton.clegg@ad.vulndomain.corp
"CN=Elliott Birch,OU=Alsid,DC=alsid,DC=corp",TRUE,Elliott,Elliott Birch,user,3390facc-10a0-4aa2-929a-0d8f543b209f,elliott.birch,S-1-5-21-3286942722-1835917726-286516016-1450,Birch,elliott.birch@ad.vulndomain.corp
"CN=Erin Bledsoe,OU=Alsid,DC=alsid,DC=corp",TRUE,Erin,Erin Bledsoe,user,162288be-6f56-4305-b44f-b01dfb90ef20,erin.bledsoe,S-1-5-21-3286942722-1835917726-286516016-1451,Bledsoe,erin.bledsoe@ad.vulndomain.corp
"CN=Isiah Brunner,OU=Alsid,DC=alsid,DC=corp",TRUE,Isiah,Isiah Brunner,user,ef63310d-3e07-42d9-9338-e3028dc71a30,isiah.brunner,S-1-5-21-3286942722-1835917726-286516016-1452,Brunner,isiah.brunner@ad.vulndomain.corp
"CN=Lou Cave,OU=Alsid,DC=alsid,DC=corp",TRUE,Lou,Lou Cave,user,abfd8cf6-4351-42b3-a44c-c21823f6954e,lou.cave,S-1-5-21-3286942722-1835917726-286516016-1453,Cave,lou.cave@ad.vulndomain.corp
"CN=Federico Boisvert,OU=Alsid,DC=alsid,DC=corp",TRUE,Federico,Federico Boisvert,user,d40e1c39-70cb-479a-90ee-6b43ebe8a932,federico.boisvert,S-1-5-21-3286942722-1835917726-286516016-1454,Boisvert,federico.boisvert@ad.vulndomain.corp
"CN=Darrick Beam,OU=Alsid,DC=alsid,DC=corp",TRUE,Darrick,Darrick Beam,user,a2813c27-e786-444b-99a1-877ec2dedb5b,darrick.beam,S-1-5-21-3286942722-1835917726-286516016-1455,Beam,darrick.beam@ad.vulndomain.corp
"CN=Isaiah Brumfield,OU=Alsid,DC=alsid,DC=corp",TRUE,Isaiah,Isaiah Brumfield,user,60ecdea4-565f-4d22-9b84-383fe4f05291,isaiah.brumfield,S-1-5-21-3286942722-1835917726-286516016-1456,Brumfield,isaiah.brumfield@ad.vulndomain.corp
"CN=Daron Beal,OU=Alsid,DC=alsid,DC=corp",TRUE,Daron,Daron Beal,user,46c2f806-84a2-404a-9ef5-5eb7b35f8478,daron.beal,S-1-5-21-3286942722-1835917726-286516016-1457,Beal,daron.beal@ad.vulndomain.corp
"CN=Brett Ashe,OU=Alsid,DC=alsid,DC=corp",TRUE,Brett,Brett Ashe,user,86aec7a0-6783-4342-a05b-76a0250595fc,brett.ashe,S-1-5-21-3286942722-1835917726-286516016-1458,Ashe,brett.ashe@ad.vulndomain.corp
"CN=Cameron Ayala,OU=Alsid,DC=alsid,DC=corp",TRUE,Cameron,Cameron Ayala,user,3ba149b2-7aff-4505-b800-3d8f39d00aa6,cameron.ayala,S-1-5-21-3286942722-1835917726-286516016-1459,Ayala,cameron.ayala@ad.vulndomain.corp
"CN=Jerrell Burrell,OU=Alsid,DC=alsid,DC=corp",TRUE,Jerrell,Jerrell Burrell,user,2a7262ff-4ee2-40c1-b232-06b98a404f42,jerrell.burrell,S-1-5-21-3286942722-1835917726-286516016-1460,Burrell,jerrell.burrell@ad.vulndomain.corp
"CN=Marcellus Chavis,OU=Alsid,DC=alsid,DC=corp",TRUE,Marcellus,Marcellus Chavis,user,16f996b8-f4ed-43bc-a1c1-9ab41c179a31,marcellus.chavis,S-1-5-21-3286942722-1835917726-286516016-1461,Chavis,marcellus.chavis@ad.vulndomain.corp
"CN=Karl Camp,OU=Alsid,DC=alsid,DC=corp",TRUE,Karl,Karl Camp,user,712ec000-dbe4-4d7e-8dd9-850c00b75914,karl.camp,S-1-5-21-3286942722-1835917726-286516016-1462,Camp,karl.camp@ad.vulndomain.corp
"CN=Jorge Cagle,OU=Alsid,DC=alsid,DC=corp",TRUE,Jorge,Jorge Cagle,user,7c51c56a-9188-4ef9-a299-b73a31ad4b4b,jorge.cagle,S-1-5-21-3286942722-1835917726-286516016-1463,Cagle,jorge.cagle@ad.vulndomain.corp
"CN=Dillon Bellamy,OU=Alsid,DC=alsid,DC=corp",TRUE,Dillon,Dillon Bellamy,user,017b6eb6-2958-4b94-9176-595212eb8658,dillon.bellamy,S-1-5-21-3286942722-1835917726-286516016-1464,Bellamy,dillon.bellamy@ad.vulndomain.corp
"CN=Alton Akins,OU=Alsid,DC=alsid,DC=corp",TRUE,Alton,Alton Akins,user,28e55bca-4bad-4ba5-a92b-4cf2543b411c,alton.akins,S-1-5-21-3286942722-1835917726-286516016-1465,Akins,alton.akins@ad.vulndomain.corp
"CN=Ian Brower,OU=Alsid,DC=alsid,DC=corp",TRUE,Ian,Ian Brower,user,2cc8d667-b30e-4046-9465-ec04760d2a99,ian.brower,S-1-5-21-3286942722-1835917726-286516016-1466,Brower,ian.brower@ad.vulndomain.corp
"CN=Bo Arias,OU=Alsid,DC=alsid,DC=corp",TRUE,Bo,Bo Arias,user,11f0c617-241b-4952-9417-6fbaf388057a,bo.arias,S-1-5-21-3286942722-1835917726-286516016-1467,Arias,bo.arias@ad.vulndomain.corp
"CN=Augustine Amos,OU=Alsid,DC=alsid,DC=corp",TRUE,Augustine,Augustine Amos,user,f6a85e93-6766-447c-af98-7dd0c9f202bb,augustine.amos,S-1-5-21-3286942722-1835917726-286516016-1468,Amos,augustine.amos@ad.vulndomain.corp
"CN=Alvin Alba,OU=Alsid,DC=alsid,DC=corp",TRUE,Alvin,Alvin Alba,user,57c1a0be-a1ee-49a5-932a-4836d27835db,alvin.alba,S-1-5-21-3286942722-1835917726-286516016-1469,Alba,alvin.alba@ad.vulndomain.corp
"CN=Cliff Barnard,OU=Alsid,DC=alsid,DC=corp",TRUE,Cliff,Cliff Barnard,user,d190ef7c-7f2a-452f-8a3a-50d94f9c69df,cliff.barnard,S-1-5-21-3286942722-1835917726-286516016-1470,Barnard,cliff.barnard@ad.vulndomain.corp
"CN=Gustavo Branson,OU=Alsid,DC=alsid,DC=corp",TRUE,Gustavo,Gustavo Branson,user,1e072e0c-158a-4428-a465-ba050dca8a73,gustavo.branson,S-1-5-21-3286942722-1835917726-286516016-1471,Branson,gustavo.branson@ad.vulndomain.corp
"CN=Walter White,OU=Alsid,DC=alsid,DC=corp",TRUE,Walter,Walter White,user,69103835-ae5e-42a6-a9b5-71e28d2d48ab,walter.white,S-1-5-21-3286942722-1835917726-286516016-1472,White,walter.white@ad.vulndomain.corp
"CN=Cesar Bain,OU=Alsid,DC=alsid,DC=corp",TRUE,Cesar,Cesar Bain,user,a14f2cde-70ab-47f9-9b5e-c289cb2e9d25,cesar.bain,S-1-5-21-3286942722-1835917726-286516016-1473,Bain,cesar.bain@ad.vulndomain.corp
"CN=Delmer Beavers,OU=Alsid,DC=alsid,DC=corp",TRUE,Delmer,Delmer Beavers,user,a5df2222-d28c-44fd-bf56-67b6d216bef6,delmer.beavers,S-1-5-21-3286942722-1835917726-286516016-1474,Beavers,delmer.beavers@ad.vulndomain.corp
"CN=Dion Belt,OU=Alsid,DC=alsid,DC=corp",TRUE,Dion,Dion Belt,user,42d58312-fc02-4f78-8a19-a12886a6f25c,dion.belt,S-1-5-21-3286942722-1835917726-286516016-1475,Belt,dion.belt@ad.vulndomain.corp
"CN=Garland Boudreau,OU=Alsid,DC=alsid,DC=corp",TRUE,Garland,Garland Boudreau,user,6ddeb05d-02d7-4c8f-949d-960f33dc7940,garland.boudreau,S-1-5-21-3286942722-1835917726-286516016-1476,Boudreau,garland.boudreau@ad.vulndomain.corp
"CN=Demetrius Beck,OU=Alsid,DC=alsid,DC=corp",TRUE,Demetrius,Demetrius Beck,user,220ba2d3-7074-49fd-97a7-ccf75479bd6d,demetrius.beck,S-1-5-21-3286942722-1835917726-286516016-1477,Beck,demetrius.beck@ad.vulndomain.corp
"CN=Harris Breaux,OU=Alsid,DC=alsid,DC=corp",TRUE,Harris,Harris Breaux,user,48a18513-25d0-49e1-8ff1-56509120178a,harris.breaux,S-1-5-21-3286942722-1835917726-286516016-1478,Breaux,harris.breaux@ad.vulndomain.corp
"CN=Armando Alonzo,OU=Alsid,DC=alsid,DC=corp",TRUE,Armando,Armando Alonzo,user,be414637-5e3a-4cce-8073-dc71f83c6cf5,armando.alonzo,S-1-5-21-3286942722-1835917726-286516016-1479,Alonzo,armando.alonzo@ad.vulndomain.corp
"CN=Alphonso Akin,OU=Alsid,DC=alsid,DC=corp",TRUE,Alphonso,Alphonso Akin,user,68d0bcc0-4f70-4136-8967-b0706e9d8e75,alphonso.akin,S-1-5-21-3286942722-1835917726-286516016-1480,Akin,alphonso.akin@ad.vulndomain.corp
"CN=Doctor Who,OU=Alsid,DC=alsid,DC=corp",TRUE,Doctor,Doctor Who,user,7d5a15f4-9cf3-4228-b449-ab4e5f079c0d,doctor.who,S-1-5-21-3286942722-1835917726-286516016-1481,Who,doctor.who@ad.vulndomain.corp
"CN=Carl Ayres,OU=Alsid,DC=alsid,DC=corp",TRUE,Carl,Carl Ayres,user,1988040c-6844-4e99-8de2-7f1caaeec275,carl.ayres,S-1-5-21-3286942722-1835917726-286516016-1482,Ayres,carl.ayres@ad.vulndomain.corp
"CN=Michel Clapp,OU=Alsid,DC=alsid,DC=corp",TRUE,Michel,Michel Clapp,user,3f30f62e-4682-4a8f-9f5c-67a023b398c2,michel.clapp,S-1-5-21-3286942722-1835917726-286516016-1483,Clapp,michel.clapp@ad.vulndomain.corp
"CN=Ace Venture,CN=Users,DC=alsid,DC=corp",TRUE,Ace,Ace Venture,user,a4b62a52-3f8c-4db3-bed1-0b667fc25b09,ace.venture,S-1-5-21-3286942722-1835917726-286516016-1484,Venture,ace.venture@ad.vulndomain.corp
"CN=Dwight Berrios,OU=Alsid,DC=alsid,DC=corp",TRUE,Dwight,Dwight Berrios,user,52dffb88-74a2-44f7-9e59-0dd295d498bf,dwight.berrios,S-1-5-21-3286942722-1835917726-286516016-1485,Berrios,dwight.berrios@ad.vulndomain.corp
"CN=Galen Bouchard,OU=Alsid,DC=alsid,DC=corp",TRUE,Galen,Galen Bouchard,user,92ae4ccb-1074-48d6-9f75-0435f4e835b9,galen.bouchard,S-1-5-21-3286942722-1835917726-286516016-1486,Bouchard,galen.bouchard@ad.vulndomain.corp
"CN=Craig Barton,OU=Alsid,DC=alsid,DC=corp",TRUE,Craig,Craig Barton,user,25c96f8b-e886-467b-b219-ccb2759862c5,craig.barton,S-1-5-21-3286942722-1835917726-286516016-1487,Barton,craig.barton@ad.vulndomain.corp
"CN=Elvin Blackburn,OU=Alsid,DC=alsid,DC=corp",TRUE,Elvin,Elvin Blackburn,user,7771e041-13a9-411d-92d0-6c88742eac64,elvin.blackburn,S-1-5-21-3286942722-1835917726-286516016-1488,Blackburn,elvin.blackburn@ad.vulndomain.corp
"CN=Jeromy Burr,OU=Alsid,DC=alsid,DC=corp",TRUE,Jeromy,Jeromy Burr,user,69b9fdd1-bd30-4e35-955a-bfa630d8d6d7,jeromy.burr,S-1-5-21-3286942722-1835917726-286516016-1489,Burr,jeromy.burr@ad.vulndomain.corp
"CN=Keith Canada,OU=Alsid,DC=alsid,DC=corp",TRUE,Keith,Keith Canada,user,5c2213e6-29af-4628-be80-5e0dd02ea979,keith.canada,S-1-5-21-3286942722-1835917726-286516016-1490,Canada,keith.canada@ad.vulndomain.corp
"CN=Harry Breedlove,OU=Alsid,DC=alsid,DC=corp",TRUE,Harry,Harry Breedlove,user,9c2c2836-e5f1-403d-9484-459e36383362,harry.breedlove,S-1-5-21-3286942722-1835917726-286516016-1491,Breedlove,harry.breedlove@ad.vulndomain.corp
"CN=Geoffrey Bowie,OU=Alsid,DC=alsid,DC=corp",TRUE,Geoffrey,Geoffrey Bowie,user,e8ba5f2a-6a83-4b96-97aa-8a29c1b67271,geoffrey.bowie,S-1-5-21-3286942722-1835917726-286516016-1492,Bowie,geoffrey.bowie@ad.vulndomain.corp
"CN=Carol Back,OU=Alsid,DC=alsid,DC=corp",TRUE,Carol,Carol Back,user,8173e5f0-bc76-4a1b-aa16-578b7e120ba6,carol.back,S-1-5-21-3286942722-1835917726-286516016-1493,Back,carol.back@ad.vulndomain.corp
"CN=Lyndon Chaney,OU=Alsid,DC=alsid,DC=corp",TRUE,Lyndon,Lyndon Chaney,user,9d0e1d16-38f4-4e0c-bc41-577bba3245b6,lyndon.chaney,S-1-5-21-3286942722-1835917726-286516016-1494,Chaney,lyndon.chaney@ad.vulndomain.corp
"CN=Cletus Barksdale,OU=Alsid,DC=alsid,DC=corp",TRUE,Cletus,Cletus Barksdale,user,bbee33b3-b731-4466-994c-10af771dc46f,cletus.barksdale,S-1-5-21-3286942722-1835917726-286516016-1495,Barksdale,cletus.barksdale@ad.vulndomain.corp
"CN=Maurice Christensen,OU=Alsid,DC=alsid,DC=corp",TRUE,Maurice,Maurice Christensen,user,f23f4778-66c7-4a98-9b7c-11e1bdd17ccc,maurice.christensen,S-1-5-21-3286942722-1835917726-286516016-1496,Christensen,maurice.christensen@ad.vulndomain.corp
"CN=Carmine Bachman,OU=Alsid,DC=alsid,DC=corp",TRUE,Carmine,Carmine Bachman,user,91e09c3f-d9b1-4fd2-b40f-d4f3c906924f,carmine.bachman,S-1-5-21-3286942722-1835917726-286516016-1497,Bachman,carmine.bachman@ad.vulndomain.corp
"CN=Lane Carpenter,OU=Alsid,DC=alsid,DC=corp",TRUE,Lane,Lane Carpenter,user,32bb7772-9fbe-45ca-9319-0cda26ec5a0c,lane.carpenter,S-1-5-21-3286942722-1835917726-286516016-1498,Carpenter,lane.carpenter@ad.vulndomain.corp
"CN=Clifford Barnes,OU=Alsid,DC=alsid,DC=corp",TRUE,Clifford,Clifford Barnes,user,5ee3cf4b-7e40-4c04-800f-072e5ad04a20,clifford.barnes,S-1-5-21-3286942722-1835917726-286516016-1499,Barnes,clifford.barnes@ad.vulndomain.corp
"CN=Chas Bales,OU=Alsid,DC=alsid,DC=corp",TRUE,Chas,Chas Bales,user,44b606ba-5673-493d-a264-4cf3a5d355ab,chas.bales,S-1-5-21-3286942722-1835917726-286516016-1500,Bales,chas.bales@ad.vulndomain.corp
"CN=Donny Bennett,OU=Alsid,DC=alsid,DC=corp",TRUE,Donny,Donny Bennett,user,66eeb489-8c0b-491f-95c6-ef5073c39817,donny.bennett,S-1-5-21-3286942722-1835917726-286516016-1501,Bennett,donny.bennett@ad.vulndomain.corp
"CN=Evan Boatwright,OU=Alsid,DC=alsid,DC=corp",TRUE,Evan,Evan Boatwright,user,216fb327-d171-46ce-bb99-bad74e28f22f,evan.boatwright,S-1-5-21-3286942722-1835917726-286516016-1502,Boatwright,evan.boatwright@ad.vulndomain.corp
"CN=Gregorio Brandenburg,OU=Alsid,DC=alsid,DC=corp",TRUE,Gregorio,Gregorio Brandenburg,user,d3c53b28-d07e-4a91-a6f2-aea6728da5cd,gregorio.brandenburg,S-1-5-21-3286942722-1835917726-286516016-1503,Brandenburg,gregorio.brandenburg@ad.vulndomain.corp
"CN=Dominic Benavidez,OU=Alsid,DC=alsid,DC=corp",TRUE,Dominic,Dominic Benavidez,user,acde3bf2-eded-40d0-9b38-d943c66346fa,dominic.benavidez,S-1-5-21-3286942722-1835917726-286516016-1504,Benavidez,dominic.benavidez@ad.vulndomain.corp
"CN=Leo Casey,OU=Alsid,DC=alsid,DC=corp",TRUE,Leo,Leo Casey,user,5fc7f107-2b42-40e6-ae41-08addb4151ba,leo.casey,S-1-5-21-3286942722-1835917726-286516016-1505,Casey,leo.casey@ad.vulndomain.corp
"CN=Mario Chester,OU=Alsid,DC=alsid,DC=corp",TRUE,Mario,Mario Chester,user,987e5d0a-3fa4-46ca-9638-df56229f6cbb,mario.chester,S-1-5-21-3286942722-1835917726-286516016-1506,Chester,mario.chester@ad.vulndomain.corp
"CN=Clay Barfield,OU=Alsid,DC=alsid,DC=corp",TRUE,Clay,Clay Barfield,user,6b87cdeb-2825-4c84-8366-e183a95bb579,clay.barfield,S-1-5-21-3286942722-1835917726-286516016-1507,Barfield,clay.barfield@ad.vulndomain.corp
"CN=Gerardo Bowser,OU=Alsid,DC=alsid,DC=corp",TRUE,Gerardo,Gerardo Bowser,user,64d20994-05eb-4559-b499-959986566307,gerardo.bowser,S-1-5-21-3286942722-1835917726-286516016-1508,Bowser,gerardo.bowser@ad.vulndomain.corp
"CN=Jonathan Irons,OU=Alsid,DC=alsid,DC=corp",TRUE,Jonathan,Jonathan Irons,user,d2a33858-badf-42f5-af5a-0271e973f185,jonathan.irons,S-1-5-21-3286942722-1835917726-286516016-1509,Irons,jonathan.irons@ad.vulndomain.corp
"CN=Derick Bedard,OU=Alsid,DC=alsid,DC=corp",TRUE,Derick,Derick Bedard,user,62fd788f-776d-4bc1-bef8-1ebcae336970,derick.bedard,S-1-5-21-3286942722-1835917726-286516016-1510,Bedard,derick.bedard@ad.vulndomain.corp
"CN=Bernie Aragon,OU=Alsid,DC=alsid,DC=corp",TRUE,Bernie,Bernie Aragon,user,544138bb-367c-484c-ad7a-82f847613c2d,bernie.aragon,S-1-5-21-3286942722-1835917726-286516016-1511,Aragon,bernie.aragon@ad.vulndomain.corp
"CN=Cortez Barth,OU=Alsid,DC=alsid,DC=corp",TRUE,Cortez,Cortez Barth,user,3920f048-8c73-4584-8a4b-14cebfbaca22,cortez.barth,S-1-5-21-3286942722-1835917726-286516016-1512,Barth,cortez.barth@ad.vulndomain.corp
"CN=Edmund Betts,OU=Alsid,DC=alsid,DC=corp",TRUE,Edmund,Edmund Betts,user,a4303d49-5628-4814-a17b-81304d54e1a4,edmund.betts,S-1-5-21-3286942722-1835917726-286516016-1513,Betts,edmund.betts@ad.vulndomain.corp
"CN=Jarrod Burchfield,OU=Alsid,DC=alsid,DC=corp",TRUE,Jarrod,Jarrod Burchfield,user,91b04744-456c-4e83-b5c6-4669517d44c3,jarrod.burchfield,S-1-5-21-3286942722-1835917726-286516016-1514,Burchfield,jarrod.burchfield@ad.vulndomain.corp
"CN=Felonius Gru,OU=Alsid,DC=alsid,DC=corp",TRUE,Felonius,Felonius Gru,user,52ef2e44-cfb4-4570-b63b-7905c403a428,felonius.gru,S-1-5-21-3286942722-1835917726-286516016-1515,Gru,felonius.gru@ad.vulndomain.corp
"CN=Lacy Carnahan,OU=Alsid,DC=alsid,DC=corp",TRUE,Lacy,Lacy Carnahan,user,0939ba1c-9e19-4393-b7cf-86bdafb180bb,lacy.carnahan,S-1-5-21-3286942722-1835917726-286516016-1516,Carnahan,lacy.carnahan@ad.vulndomain.corp
"CN=Broderick Ashton,OU=Alsid,DC=alsid,DC=corp",TRUE,Broderick,Broderick Ashton,user,a2f520d6-58bb-47b3-b9f3-002fbcfe140a,broderick.ashton,S-1-5-21-3286942722-1835917726-286516016-1517,Ashton,broderick.ashton@ad.vulndomain.corp
"CN=Claud Barclay,OU=Alsid,DC=alsid,DC=corp",TRUE,Claud,Claud Barclay,user,7cf5ed28-41c8-4747-bcf4-5483779444ff,claud.barclay,S-1-5-21-3286942722-1835917726-286516016-1518,Barclay,claud.barclay@ad.vulndomain.corp
"CN=Hosea Broadway,OU=Alsid,DC=alsid,DC=corp",TRUE,Hosea,Hosea Broadway,user,b09f61b6-26ed-4500-a0c7-1a8a7044c2c8,hosea.broadway,S-1-5-21-3286942722-1835917726-286516016-1519,Broadway,hosea.broadway@ad.vulndomain.corp
"CN=Elias Bills,OU=Alsid,DC=alsid,DC=corp",TRUE,Elias,Elias Bills,user,1ed8bcb6-ce9a-4581-8605-d9a39b9e809c,elias.bills,S-1-5-21-3286942722-1835917726-286516016-1520,Bills,elias.bills@ad.vulndomain.corp
"CN=Jarred Burch,OU=Alsid,DC=alsid,DC=corp",TRUE,Jarred,Jarred Burch,user,d4b16fc2-04d5-44a5-8f29-5511a32d963b,jarred.burch,S-1-5-21-3286942722-1835917726-286516016-1521,Burch,jarred.burch@ad.vulndomain.corp
"CN=Minh Clem,OU=Alsid,DC=alsid,DC=corp",TRUE,Minh,Minh Clem,user,11c67b3f-7dc9-446e-9edb-24e72cf481b1,minh.clem,S-1-5-21-3286942722-1835917726-286516016-1522,Clem,minh.clem@ad.vulndomain.corp
"CN=Alden Adcock,OU=Alsid,DC=alsid,DC=corp",TRUE,Alden,Alden Adcock,user,60521d72-0fd6-42da-8658-a3bd3d5fe9ff,alden.adcock,S-1-5-21-3286942722-1835917726-286516016-1523,Adcock,alden.adcock@ad.vulndomain.corp
"CN=Abram Abney,OU=Alsid,DC=alsid,DC=corp",TRUE,Abram,Abram Abney,user,dd2d5f52-4e44-421c-869c-8dc148dbef5a,abram.abney,S-1-5-21-3286942722-1835917726-286516016-1524,Abney,abram.abney@ad.vulndomain.corp
"CN=Saul Goodman,OU=Alsid,DC=alsid,DC=corp",TRUE,Saul,Saul Goodman,user,dcd7aa6c-f6e1-4126-88f8-8e70608c6c34,saul.goodman,S-1-5-21-3286942722-1835917726-286516016-1525,Goodman,saul.goodman@ad.vulndomain.corp
"CN=Mauricio Christenson,OU=Alsid,DC=alsid,DC=corp",TRUE,Mauricio,Mauricio Christenson,user,2b4ed912-1499-44b0-a7a1-a67d052598a9,mauricio.christenson,S-1-5-21-3286942722-1835917726-286516016-1526,Christenson,mauricio.christenson@ad.vulndomain.corp
"CN=Chauncey Ballard,OU=Alsid,DC=alsid,DC=corp",TRUE,Chauncey,Chauncey Ballard,user,056dbe5b-910f-49c3-b808-6a53edea1089,chauncey.ballard,S-1-5-21-3286942722-1835917726-286516016-1527,Ballard,chauncey.ballard@ad.vulndomain.corp
"CN=Aron Alvarez,OU=Alsid,DC=alsid,DC=corp",TRUE,Aron,Aron Alvarez,user,cc25ecac-11d0-43ed-8408-49b81b8b8b62,aron.alvarez,S-1-5-21-3286942722-1835917726-286516016-1528,Alvarez,aron.alvarez@ad.vulndomain.corp
"CN=Efrain Bickford,OU=Alsid,DC=alsid,DC=corp",TRUE,Efrain,Efrain Bickford,user,5968157d-67d2-4ac6-a73e-8db254722316,efrain.bickford,S-1-5-21-3286942722-1835917726-286516016-1529,Bickford,efrain.bickford@ad.vulndomain.corp
"CN=Jewell Bush,OU=Alsid,DC=alsid,DC=corp",TRUE,Jewell,Jewell Bush,user,3c296b22-9304-45cd-9ef4-0d7c0466e338,jewell.bush,S-1-5-21-3286942722-1835917726-286516016-1530,Bush,jewell.bush@ad.vulndomain.corp
"CN=Ernie Block,OU=Alsid,DC=alsid,DC=corp",TRUE,Ernie,Ernie Block,user,afe4b378-4daa-4f50-bd48-53d8e2b6172b,ernie.block,S-1-5-21-3286942722-1835917726-286516016-1531,Block,ernie.block@ad.vulndomain.corp
"CN=Blair Arellano,OU=Alsid,DC=alsid,DC=corp",TRUE,Blair,Blair Arellano,user,90576727-c160-41d5-9846-3ee413f41bbd,blair.arellano,S-1-5-21-3286942722-1835917726-286516016-1532,Arellano,blair.arellano@ad.vulndomain.corp
"CN=Lloyd Cathey,OU=Alsid,DC=alsid,DC=corp",TRUE,Lloyd,Lloyd Cathey,user,7dc56ffd-ea5b-4106-886d-b4da993f0131,lloyd.cathey,S-1-5-21-3286942722-1835917726-286516016-1533,Cathey,lloyd.cathey@ad.vulndomain.corp
"CN=Eddie Berube,OU=Alsid,DC=alsid,DC=corp",TRUE,Eddie,Eddie Berube,user,45749ad0-af32-4cab-8e50-1b8df2eb4664,eddie.berube,S-1-5-21-3286942722-1835917726-286516016-1534,Berube,eddie.berube@ad.vulndomain.corp
"CN=Franklyn Bordelon,OU=Alsid,DC=alsid,DC=corp",TRUE,Franklyn,Franklyn Bordelon,user,e790fc43-ff4c-4d13-ac4d-25b9262ff0be,franklyn.bordelon,S-1-5-21-3286942722-1835917726-286516016-1535,Bordelon,franklyn.bordelon@ad.vulndomain.corp
"CN=Elmer Bisson,OU=Alsid,DC=alsid,DC=corp",TRUE,Elmer,Elmer Bisson,user,f93c8f3a-94d9-40dc-8de0-08a9e96b6d5f,elmer.bisson,S-1-5-21-3286942722-1835917726-286516016-1536,Bisson,elmer.bisson@ad.vulndomain.corp
